Dia,Desde,Hacia,Costo
Día 234,3,6,1362
Día 234,3,7,1146
Día 234,3,8,2826
Día 234,4,1,1373
Día 234,4,2,3224
Día 234,4,3,967
Día 234,4,5,1125
Día 234,4,6,2319
Día 234,4,7,442
Día 234,4,8,3268
Día 234,5,1,1380
Día 234,5,2,2763
Día 234,5,3,271
Día 234,5,4,1284
Día 234,5,6,1604
Día 234,5,7,1110
Día 234,5,8,2466
Día 234,6,1,2562
Día 234,6,2,1859
Día 234,6,3,1140
Día 234,6,4,2490
Día 234,6,5,1699
Día 234,6,7,3586
Día 234,6,8,3313
Día 234,7,1,302
Día 234,7,2,2068
Día 234,7,3,1063
Día 234,7,4,313
Día 234,7,5,1034
Día 234,7,6,3457
Día 234,7,8,3782
Día 234,8,1,2775
Día 234,8,2,3133
Día 234,8,3,2800
Día 234,8,4,3278
Día 234,8,5,2515
Día 234,8,6,3307
Día 234,8,7,3508
Día 235,1,2,3204
Día 235,1,3,1176
Día 235,1,4,1005
Día 235,1,5,1346
Día 235,1,6,2343
Día 235,1,7,521
Día 235,1,8,2885
Día 235,2,1,3223
Día 235,2,3,2461
Día 235,2,4,3317
Día 235,2,5,2748
Día 235,2,6,1850
Día 235,2,7,2145
Día 235,2,8,3029
Día 235,3,1,1068
Día 235,3,2,2304
Día 235,3,4,857
Día 235,3,5,581
Día 235,3,6,1183
Día 235,3,7,1400
Día 235,3,8,2835
Día 235,4,1,1148
Día 235,4,2,3160
Día 235,4,3,905
Día 235,4,5,1258
Día 235,4,6,2303
Día 235,4,7,465
Día 235,4,8,3023
Día 235,5,1,1381
Día 235,5,2,2774
Día 235,5,3,477
Día 235,5,4,1380
Día 235,5,6,1648
Día 235,5,7,1160
Día 235,5,8,2379
Día 235,6,1,2450
Día 235,6,2,2081
Día 235,6,3,1239
Día 235,6,4,2532
Día 235,6,5,1402
Día 235,6,7,3593
Día 235,6,8,3231
Día 235,7,1,383
Día 235,7,2,2010
Día 235,7,3,1129
Día 235,7,4,550
Día 235,7,5,1320
Día 235,7,6,3731
Día 235,7,8,3421
Día 235,8,1,2623
Día 235,8,2,3297
Día 235,8,3,2617
Día 235,8,4,3331
Día 235,8,5,2460
Día 235,8,6,3218
Día 235,8,7,3470
Día 236,1,2,3092
Día 236,1,3,1137
Día 236,1,4,1284
Día 236,1,5,1073
Día 236,1,6,2434
Día 236,1,7,328
Día 236,1,8,2883
Día 236,2,1,3323
Día 236,2,3,2350
Día 236,2,4,3042
Día 236,2,5,2935
Día 236,2,6,2142
Día 236,2,7,2112
Día 236,2,8,3298
Día 236,3,1,1056
Día 236,3,2,2314
Día 236,3,4,964
Día 236,3,5,390
Día 236,3,6,1153
Día 236,3,7,1081
Día 236,3,8,2946
Día 236,4,1,1288
Día 236,4,2,3174
Día 236,4,3,756
Día 236,4,5,1125
Día 236,4,6,2445
Día 236,4,7,334
Día 236,4,8,3119
Día 236,5,1,1326
Día 236,5,2,2820
Día 236,5,3,515
Día 236,5,4,1180
Día 236,5,6,1434
Día 236,5,7,1040
Día 236,5,8,2243
Día 236,6,1,2300
Día 236,6,2,1916
Día 236,6,3,1241
Día 236,6,4,2427
Día 236,6,5,1611
Día 236,6,7,3718
Día 236,6,8,3100
Día 236,7,1,492
Día 236,7,2,2109
Día 236,7,3,1311
Día 236,7,4,370
Día 236,7,5,1070
Día 236,7,6,3663
Día 236,7,8,3559
Día 236,8,1,2998
Día 236,8,2,3258
Día 236,8,3,2679
Día 236,8,4,3073
Día 236,8,5,2544
Día 236,8,6,3052
Día 236,8,7,3798
Día 237,1,2,3312
Día 237,1,3,1045
Día 237,1,4,1392
Día 237,1,5,1111
Día 237,1,6,2371
Día 237,1,7,543
Día 237,1,8,2955
Día 237,2,1,3340
Día 237,2,3,2557
Día 237,2,4,3386
Día 237,2,5,2917
Día 237,2,6,2075
Día 237,2,7,1800
Día 237,2,8,3391
Día 237,3,1,1072
Día 237,3,2,2327
Día 237,3,4,751
Día 237,3,5,282
Día 237,3,6,1202
Día 237,3,7,1118
Día 237,3,8,2894
Día 237,4,1,1138
Día 237,4,2,3186
Día 237,4,3,668
Día 237,4,5,1354
Día 237,4,6,2210
Día 237,4,7,273
Día 237,4,8,3276
Día 237,5,1,1364
Día 237,5,2,2736
Día 237,5,3,375
Día 237,5,4,1378
Día 237,5,6,1766
Día 237,5,7,1323
Día 237,5,8,2321
Día 237,6,1,2297
Día 237,6,2,2093
Día 237,6,3,1029
Día 237,6,4,2517
Día 237,6,5,1616
Día 237,6,7,3432
Día 237,6,8,3046
Día 237,7,1,460
Día 237,7,2,2127
Día 237,7,3,1031
Día 237,7,4,352
Día 237,7,5,1216
Día 237,7,6,3770
Día 237,7,8,3531
Día 237,8,1,2952
Día 237,8,2,3351
Día 237,8,3,2900
Día 237,8,4,3168
Día 237,8,5,2354
Día 237,8,6,3327
Día 237,8,7,3606
Día 238,1,2,3277
Día 238,1,3,1384
Día 238,1,4,1046
Día 238,1,5,1241
Día 238,1,6,2430
Día 238,1,7,299
Día 238,1,8,2958
Día 238,2,1,3380
Día 238,2,3,2480
Día 238,2,4,3303
Día 238,2,5,2809
Día 238,2,6,2019
Día 238,2,7,1972
Día 238,2,8,3393
Día 238,3,1,1218
Día 238,3,2,2391
Día 238,3,4,937
Día 238,3,5,320
Día 238,3,6,1246
Día 238,3,7,1075
Día 238,3,8,2978
Día 238,4,1,1344
Día 238,4,2,3345
Día 238,4,3,828
Día 238,4,5,1045
Día 238,4,6,2470
Día 238,4,7,314
Día 238,4,8,3366
Día 238,5,1,1235
Día 238,5,2,2805
Día 238,5,3,270
Día 238,5,4,1213
Día 238,5,6,1507
Día 238,5,7,1005
Día 238,5,8,2253
Día 238,6,1,2501
Día 238,6,2,2123
Día 238,6,3,1115
Día 238,6,4,2285
Día 238,6,5,1519
Día 238,6,7,3576
Día 238,6,8,3156
Día 238,7,1,587
Día 238,7,2,1973
Día 238,7,3,1074
Día 238,7,4,423
Día 238,7,5,1030
Día 238,7,6,3663
Día 238,7,8,3714
Día 238,8,1,2835
Día 238,8,2,3294
Día 238,8,3,2984
Día 238,8,4,3332
Día 238,8,5,2405
Día 238,8,6,3017
Día 238,8,7,3785
Día 239,1,2,3193
Día 239,1,3,1311
Día 239,1,4,1077
Día 239,1,5,1179
Día 239,1,6,2322
Día 239,1,7,358
Día 239,1,8,2906
Día 239,2,1,3267
Día 239,2,3,2353
Día 239,2,4,3316
Día 239,2,5,2920
Día 239,2,6,1892
Día 239,2,7,2183
Día 239,2,8,3393
Día 239,3,1,1239
Día 239,3,2,2221
Día 239,3,4,811
Día 239,3,5,531
Día 239,3,6,1089
Día 239,3,7,1129
Día 239,3,8,2652
Día 239,4,1,1098
Día 239,4,2,3152
Día 239,4,3,702
Día 239,4,5,1214
Día 239,4,6,2215
Día 239,4,7,243
Día 239,4,8,3268
Día 239,5,1,1199
Día 239,5,2,2643
Día 239,5,3,401
Día 239,5,4,1306
Día 239,5,6,1461
Día 239,5,7,1353
Día 239,5,8,2560
Día 239,6,1,2281
Día 239,6,2,2153
Día 239,6,3,1101
Día 239,6,4,2599
Día 239,6,5,1467
Día 239,6,7,3759
Día 239,6,8,3008
Día 239,7,1,543
Día 239,7,2,2120
Día 239,7,3,1070
Día 239,7,4,222
Día 239,7,5,1258
Día 239,7,6,3536
Día 239,7,8,3481
Día 239,8,1,2609
Día 239,8,2,3383
Día 239,8,3,2689
Día 239,8,4,3393
Día 239,8,5,2337
Día 239,8,6,3191
Día 239,8,7,3499
Día 240,1,2,3086
Día 240,1,3,1342
Día 240,1,4,1045
Día 240,1,5,1032
Día 240,1,6,2441
Día 240,1,7,509
Día 240,1,8,2969
Día 240,2,1,3322
Día 240,2,3,2211
Día 240,2,4,3026
Día 240,2,5,2713
Día 240,2,6,2160
Día 240,2,7,1878
Día 240,2,8,3328
Día 240,3,1,1337
Día 240,3,2,2540
Día 240,3,4,713
Día 240,3,5,455
Día 240,3,6,1087
Día 240,3,7,1072
Día 240,3,8,2737
Día 240,4,1,1349
Día 240,4,2,3104
Día 240,4,3,932
Día 240,4,5,1356
Día 240,4,6,2220
Día 240,4,7,283
Día 240,4,8,3083
Día 240,5,1,1052
Día 240,5,2,2681
Día 240,5,3,324
Día 240,5,4,1168
Día 240,5,6,1449
Día 240,5,7,1121
Día 240,5,8,2461
Día 240,6,1,2249
Día 240,6,2,1970
Día 240,6,3,1232
Día 240,6,4,2310
Día 240,6,5,1748
Día 240,6,7,3735
Día 240,6,8,3053
Día 240,7,1,466
Día 240,7,2,1859
Día 240,7,3,1330
Día 240,7,4,507
Día 240,7,5,1183
Día 240,7,6,3623
Día 240,7,8,3428
Día 240,8,1,2711
Día 240,8,2,3341
Día 240,8,3,2934
Día 240,8,4,3335
Día 240,8,5,2452
Día 240,8,6,3324
Día 240,8,7,3486
Día 241,1,2,3161
Día 241,1,3,1326
Día 241,1,4,1124
Día 241,1,5,1227
Día 241,1,6,2466
Día 241,1,7,486
Día 241,1,8,2916
Día 241,2,1,3127
Día 241,2,3,2520
Día 241,2,4,3147
Día 241,2,5,2725
Día 241,2,6,1946
Día 241,2,7,1953
Día 241,2,8,3385
Día 241,3,1,1115
Día 241,3,2,2369
Día 241,3,4,908
Día 241,3,5,505
Día 241,3,6,1300
Día 241,3,7,1248
Día 241,3,8,2778
Día 241,4,1,1293
Día 241,4,2,3168
Día 241,4,3,927
Día 241,4,5,1161
Día 241,4,6,2254
Día 241,4,7,422
Día 241,4,8,3169
Día 241,5,1,1246
Día 241,5,2,2743
Día 241,5,3,422
Día 241,5,4,1218
Día 241,5,6,1445
Día 241,5,7,1034
Día 241,5,8,2337
Día 241,6,1,2333
Día 241,6,2,2194
Día 241,6,3,1218
Día 241,6,4,2456
Día 241,6,5,1522
Día 241,6,7,3436
Día 241,6,8,3059
Día 241,7,1,351
Día 241,7,2,1929
Día 241,7,3,1214
Día 241,7,4,245
Día 241,7,5,1072
Día 241,7,6,3789
Día 241,7,8,3530
Día 241,8,1,2975
Día 241,8,2,3304
Día 241,8,3,2782
Día 241,8,4,3050
Día 241,8,5,2312
Día 241,8,6,3287
Día 241,8,7,3542
Día 242,1,2,3308
Día 242,1,3,1341
Día 242,1,4,1299
Día 242,1,5,1312
Día 242,1,6,2242
Día 242,1,7,535
Día 242,1,8,2902
Día 242,2,1,3314
Día 242,2,3,2599
Día 242,2,4,3344
Día 242,2,5,2670
Día 242,2,6,2029
Día 242,2,7,1921
Día 242,2,8,3071
Día 242,3,1,1335
Día 242,3,2,2511
Día 242,3,4,732
Día 242,3,5,319
Día 242,3,6,1040
Día 242,3,7,1285
Día 242,3,8,2879
Día 242,4,1,1357
Día 242,4,2,3247
Día 242,4,3,657
Día 242,4,5,1178
Día 242,4,6,2498
Día 242,4,7,216
Día 242,4,8,3381
Día 242,5,1,1332
Día 242,5,2,2698
Día 242,5,3,394
Día 242,5,4,1152
Día 242,5,6,1512
Día 242,5,7,1042
Día 242,5,8,2543
Día 242,6,1,2314
Día 242,6,2,1923
Día 242,6,3,1112
Día 242,6,4,2236
Día 242,6,5,1488
Día 242,6,7,3700
Día 242,6,8,3371
Día 242,7,1,311
Día 242,7,2,1953
Día 242,7,3,1379
Día 242,7,4,411
Día 242,7,5,1183
Día 242,7,6,3468
Día 242,7,8,3769
Día 242,8,1,2668
Día 242,8,2,3143
Día 242,8,3,2601
Día 242,8,4,3175
Día 242,8,5,2240
Día 242,8,6,3174
Día 242,8,7,3683
Día 243,1,2,3241
Día 243,1,3,1376
Día 243,1,4,1095
Día 243,1,5,1040
Día 243,1,6,2564
Día 243,1,7,226
Día 243,1,8,2658
Día 243,2,1,3301
Día 243,2,3,2467
Día 243,2,4,3073
Día 243,2,5,2654
Día 243,2,6,2105
Día 243,2,7,2107
Día 243,2,8,3346
Día 243,3,1,1093
Día 243,3,2,2309
Día 243,3,4,628
Día 243,3,5,526
Día 243,3,6,1038
Día 243,3,7,1298
Día 243,3,8,2772
Día 243,4,1,1361
Día 243,4,2,3011
Día 243,4,3,735
Día 243,4,5,1015
Día 243,4,6,2291
Día 243,4,7,218
Día 243,4,8,3042
Día 243,5,1,1209
Día 243,5,2,2793
Día 243,5,3,223
Día 243,5,4,1340
Día 243,5,6,1463
Día 243,5,7,1139
Día 243,5,8,2535
Día 243,6,1,2360
Día 243,6,2,1962
Día 243,6,3,1330
Día 243,6,4,2236
Día 243,6,5,1568
Día 243,6,7,3666
Día 243,6,8,3129
Día 243,7,1,327
Día 243,7,2,2097
Día 243,7,3,1281
Día 243,7,4,446
Día 243,7,5,1186
Día 243,7,6,3581
Día 243,7,8,3531
Día 243,8,1,2709
Día 243,8,2,3022
Día 243,8,3,2873
Día 243,8,4,3016
Día 243,8,5,2569
Día 243,8,6,3137
Día 243,8,7,3620
Día 244,1,2,3169
Día 244,1,3,1082
Día 244,1,4,1095
Día 244,1,5,1312
Día 244,1,6,2270
Día 244,1,7,501
Día 244,1,8,2976
Día 244,2,1,3202
Día 244,2,3,2486
Día 244,2,4,3170
Día 244,2,5,2973
Día 244,2,6,1890
Día 244,2,7,2104
Día 244,2,8,3276
Día 244,3,1,1056
Día 244,3,2,2360
Día 244,3,4,767
Día 244,3,5,545
Día 244,3,6,1248
Día 244,3,7,1363
Día 244,3,8,2907
Día 244,4,1,1388
Día 244,4,2,3220
Día 244,4,3,956
Día 244,4,5,1131
Día 244,4,6,2533
Día 244,4,7,556
Día 244,4,8,3333
Día 244,5,1,1141
Día 244,5,2,2749
Día 244,5,3,449
Día 244,5,4,1035
Día 244,5,6,1472
Día 244,5,7,1273
Día 244,5,8,2247
Día 244,6,1,2570
Día 244,6,2,2018
Día 244,6,3,1142
Día 244,6,4,2341
Día 244,6,5,1670
Día 244,6,7,3571
Día 244,6,8,3220
Día 244,7,1,230
Día 244,7,2,2034
Día 244,7,3,1388
Día 244,7,4,219
Día 244,7,5,1182
Día 244,7,6,3618
Día 244,7,8,3510
Día 244,8,1,2857
Día 244,8,2,3186
Día 244,8,3,2824
Día 244,8,4,3091
Día 244,8,5,2529
Día 244,8,6,3137
Día 244,8,7,3632
Día 245,1,2,3320
Día 245,1,3,1340
Día 245,1,4,1025
Día 245,1,5,1173
Día 245,1,6,2599
Día 245,1,7,397
Día 245,1,8,2956
Día 245,2,1,3226
Día 245,2,3,2352
Día 245,2,4,3010
Día 245,2,5,2708
Día 245,2,6,1884
Día 245,2,7,2007
Día 245,2,8,3059
Día 245,3,1,1154
Día 245,3,2,2285
Día 245,3,4,621
Día 245,3,5,325
Día 245,3,6,1238
Día 245,3,7,1157
Día 245,3,8,2687
Día 245,4,1,1282
Día 245,4,2,3383
Día 245,4,3,917
Día 245,4,5,1311
Día 245,4,6,2361
Día 245,4,7,541
Día 245,4,8,3151
Día 245,5,1,1060
Día 245,5,2,2969
Día 245,5,3,242
Día 245,5,4,1178
Día 245,5,6,1479
Día 245,5,7,1194
Día 245,5,8,2201
Día 245,6,1,2217
Día 245,6,2,1846
Día 245,6,3,1288
Día 245,6,4,2267
Día 245,6,5,1509
Día 245,6,7,3577
Día 245,6,8,3397
Día 245,7,1,423
Día 245,7,2,1851
Día 245,7,3,1384
Día 245,7,4,495
Día 245,7,5,1301
Día 245,7,6,3614
Día 245,7,8,3578
Día 245,8,1,2700
Día 245,8,2,3392
Día 245,8,3,2991
Día 245,8,4,3206
Día 245,8,5,2362
Día 245,8,6,3372
Día 245,8,7,3706
Día 246,1,2,3087
Día 246,1,3,1118
Día 246,1,4,1034
Día 246,1,5,1278
Día 246,1,6,2351
Día 246,1,7,434
Día 246,1,8,2754
Día 246,2,1,3258
Día 246,2,3,2319
Día 246,2,4,3294
Día 246,2,5,2604
Día 246,2,6,2067
Día 246,2,7,1931
Día 246,2,8,3254
Día 246,3,1,1241
Día 246,3,2,2389
Día 246,3,4,644
Día 246,3,5,302
Día 246,3,6,1124
Día 246,3,7,1026
Día 246,3,8,2760
Día 246,4,1,1017
Día 246,4,2,3348
Día 246,4,3,953
Día 246,4,5,1073
Día 246,4,6,2314
Día 246,4,7,558
Día 246,4,8,3332
Día 246,5,1,1032
Día 246,5,2,2689
Día 246,5,3,577
Día 246,5,4,1323
Día 246,5,6,1623
Día 246,5,7,1002
Día 246,5,8,2496
Día 246,6,1,2370
Día 246,6,2,1833
Día 246,6,3,1020
Día 246,6,4,2392
Día 246,6,5,1420
Día 246,6,7,3613
Día 246,6,8,3237
Día 246,7,1,253
Día 246,7,2,1925
Día 246,7,3,1259
Día 246,7,4,394
Día 246,7,5,1255
Día 246,7,6,3616
Día 246,7,8,3549
Día 246,8,1,2974
Día 246,8,2,3278
Día 246,8,3,2871
Día 246,8,4,3308
Día 246,8,5,2443
Día 246,8,6,3237
Día 246,8,7,3550
Día 247,1,2,3009
Día 247,1,3,1397
Día 247,1,4,1020
Día 247,1,5,1083
Día 247,1,6,2302
Día 247,1,7,464
Día 247,1,8,2687
Día 247,2,1,3069
Día 247,2,3,2267
Día 247,2,4,3172
Día 247,2,5,2604
Día 247,2,6,1858
Día 247,2,7,1857
Día 247,2,8,3364
Día 247,3,1,1329
Día 247,3,2,2424
Día 247,3,4,945
Día 247,3,5,276
Día 247,3,6,1052
Día 247,3,7,1115
Día 247,3,8,2993
Día 247,4,1,1209
Día 247,4,2,3279
Día 247,4,3,803
Día 247,4,5,1033
Día 247,4,6,2493
Día 247,4,7,503
Día 247,4,8,3309
Día 247,5,1,1285
Día 247,5,2,2938
Día 247,5,3,225
Día 247,5,4,1387
Día 247,5,6,1762
Día 247,5,7,1204
Día 247,5,8,2311
Día 247,6,1,2529
Día 247,6,2,1828
Día 247,6,3,1014
Día 247,6,4,2203
Día 247,6,5,1766
Día 247,6,7,3469
Día 247,6,8,3150
Día 247,7,1,598
Día 247,7,2,1961
Día 247,7,3,1385
Día 247,7,4,231
Día 247,7,5,1373
Día 247,7,6,3668
Día 247,7,8,3499
Día 247,8,1,2918
Día 247,8,2,3224
Día 247,8,3,2943
Día 247,8,4,3136
Día 247,8,5,2514
Día 247,8,6,3102
Día 247,8,7,3765
Día 248,1,2,3088
Día 248,1,3,1287
Día 248,1,4,1046
Día 248,1,5,1345
Día 248,1,6,2451
Día 248,1,7,272
Día 248,1,8,2860
Día 248,2,1,3034
Día 248,2,3,2398
Día 248,2,4,3129
Día 248,2,5,2795
Día 248,2,6,2152
Día 248,2,7,1888
Día 248,2,8,3063
Día 248,3,1,1063
Día 248,3,2,2262
Día 248,3,4,657
Día 248,3,5,596
Día 248,3,6,1223
Día 248,3,7,1335
Día 248,3,8,2636
Día 248,4,1,1268
Día 248,4,2,3377
Día 248,4,3,655
Día 248,4,5,1012
Día 248,4,6,2425
Día 248,4,7,481
Día 248,4,8,3241
Día 248,5,1,1341
Día 248,5,2,2974
Día 248,5,3,315
Día 248,5,4,1181
Día 248,5,6,1651
Día 248,5,7,1235
Día 248,5,8,2420
Día 248,6,1,2342
Día 248,6,2,2049
Día 248,6,3,1157
Día 248,6,4,2366
Día 248,6,5,1709
Día 248,6,7,3681
Día 248,6,8,3006
Día 248,7,1,454
Día 248,7,2,1925
Día 248,7,3,1247
Día 248,7,4,426
Día 248,7,5,1333
Día 248,7,6,3626
Día 248,7,8,3633
Día 248,8,1,2610
Día 248,8,2,3284
Día 248,8,3,2653
Día 248,8,4,3371
Día 248,8,5,2278
Día 248,8,6,3305
Día 248,8,7,3697
Día 249,1,2,3246
Día 249,1,3,1304
Día 249,1,4,1086
Día 249,1,5,1195
Día 249,1,6,2234
Día 249,1,7,278
Día 249,1,8,2678
Día 249,2,1,3028
Día 249,2,3,2444
Día 249,2,4,3127
Día 249,2,5,2771
Día 249,2,6,1888
Día 249,2,7,2034
Día 249,2,8,3158
Día 249,3,1,1135
Día 249,3,2,2367
Día 249,3,4,906
Día 249,3,5,446
Día 249,3,6,1187
Día 249,3,7,1144
Día 249,3,8,2992
Día 249,4,1,1328
Día 249,4,2,3201
Día 249,4,3,875
Día 249,4,5,1026
Día 249,4,6,2581
Día 249,4,7,524
Día 249,4,8,3294
Día 249,5,1,1075
Día 249,5,2,2657
Día 249,5,3,469
Día 249,5,4,1054
Día 249,5,6,1438
Día 249,5,7,1217
Día 249,5,8,2295
Día 249,6,1,2393
Día 249,6,2,1875
Día 249,6,3,1037
Día 249,6,4,2541
Día 249,6,5,1516
Día 249,6,7,3603
Día 249,6,8,3304
Día 249,7,1,210
Día 249,7,2,2094
Día 249,7,3,1057
Día 249,7,4,473
Día 249,7,5,1234
Día 249,7,6,3526
Día 249,7,8,3596
Día 249,8,1,2903
Día 249,8,2,3349
Día 249,8,3,2926
Día 249,8,4,3361
Día 249,8,5,2316
Día 249,8,6,3166
Día 249,8,7,3669
Día 250,1,2,3080
Día 250,1,3,1038
Día 250,1,4,1179
Día 250,1,5,1358
Día 250,1,6,2524
Día 250,1,7,341
Día 250,1,8,2690
Día 250,2,1,3029
Día 250,2,3,2454
Día 250,2,4,3302
Día 250,2,5,2941
Día 250,2,6,2146
Día 250,2,7,2015
Día 250,2,8,3274
Día 250,3,1,1000
Día 250,3,2,2482
Día 250,3,4,673
Día 250,3,5,369
Día 250,3,6,1079
Día 250,3,7,1377
Día 250,3,8,2811
Día 250,4,1,1246
Día 250,4,2,3252
Día 250,4,3,676
Día 250,4,5,1378
Día 250,4,6,2260
Día 250,4,7,552
Día 250,4,8,3148
Día 250,5,1,1123
Día 250,5,2,2659
Día 250,5,3,443
Día 250,5,4,1292
Día 250,5,6,1753
Día 250,5,7,1108
Día 250,5,8,2209
Día 250,6,1,2273
Día 250,6,2,2184
Día 250,6,3,1157
Día 250,6,4,2211
Día 250,6,5,1725
Día 250,6,7,3576
Día 250,6,8,3163
Día 250,7,1,260
Día 250,7,2,2052
Día 250,7,3,1156
Día 250,7,4,255
Día 250,7,5,1227
Día 250,7,6,3696
Día 250,7,8,3522
Día 250,8,1,2787
Día 250,8,2,3212
Día 250,8,3,2772
Día 250,8,4,3395
Día 250,8,5,2208
Día 250,8,6,3255
Día 250,8,7,3403
Día 251,1,2,3054
Día 251,1,3,1118
Día 251,1,4,1219
Día 251,1,5,1074
Día 251,1,6,2236
Día 251,1,7,269
Día 251,1,8,2822
Día 251,2,1,3356
Día 251,2,3,2447
Día 251,2,4,3252
Día 251,2,5,2804
Día 251,2,6,2043
Día 251,2,7,1972
Día 251,2,8,3034
Día 251,3,1,1388
Día 251,3,2,2423
Día 251,3,4,704
Día 251,3,5,565
Día 251,3,6,1193
Día 251,3,7,1034
Día 251,3,8,2760
Día 251,4,1,1154
Día 251,4,2,3396
Día 251,4,3,742
Día 251,4,5,1220
Día 251,4,6,2366
Día 251,4,7,254
Día 251,4,8,3369
Día 251,5,1,1153
Día 251,5,2,2813
Día 251,5,3,353
Día 251,5,4,1394
Día 251,5,6,1620
Día 251,5,7,1332
Día 251,5,8,2562
Día 251,6,1,2364
Día 251,6,2,2134
Día 251,6,3,1034
Día 251,6,4,2470
Día 251,6,5,1755
Día 251,6,7,3775
Día 251,6,8,3134
Día 251,7,1,356
Día 251,7,2,2180
Día 251,7,3,1263
Día 251,7,4,455
Día 251,7,5,1250
Día 251,7,6,3510
Día 251,7,8,3400
Día 251,8,1,2728
Día 251,8,2,3092
Día 251,8,3,2739
Día 251,8,4,3177
Día 251,8,5,2530
Día 251,8,6,3191
Día 251,8,7,3689
Día 252,1,2,3154
Día 252,1,3,1264
Día 252,1,4,1115
Día 252,1,5,1232
Día 252,1,6,2363
Día 252,1,7,246
Día 252,1,8,2653
Día 252,2,1,3133
Día 252,2,3,2591
Día 252,2,4,3095
Día 252,2,5,2694
Día 252,2,6,2185
Día 252,2,7,1805
Día 252,2,8,3053
Día 252,3,1,1081
Día 252,3,2,2365
Día 252,3,4,987
Día 252,3,5,582
Día 252,3,6,1262
Día 252,3,7,1245
Día 252,3,8,2872
Día 252,4,1,1272
Día 252,4,2,3081
Día 252,4,3,870
Día 252,4,5,1101
Día 252,4,6,2502
Día 252,4,7,259
Día 252,4,8,3195
Día 252,5,1,1231
Día 252,5,2,2786
Día 252,5,3,286
Día 252,5,4,1195
Día 252,5,6,1479
Día 252,5,7,1250
Día 252,5,8,2456
Día 252,6,1,2409
Día 252,6,2,2026
Día 252,6,3,1255
Día 252,6,4,2446
Día 252,6,5,1627
Día 252,6,7,3733
Día 252,6,8,3032
Día 252,7,1,294
Día 252,7,2,1842
Día 252,7,3,1131
Día 252,7,4,330
Día 252,7,5,1144
Día 252,7,6,3542
Día 252,7,8,3549
Día 252,8,1,2763
Día 252,8,2,3137
Día 252,8,3,2699
Día 252,8,4,3014
Día 252,8,5,2442
Día 252,8,6,3141
Día 252,8,7,3678
Día 253,1,2,3078
Día 253,1,3,1205
Día 253,1,4,1296
Día 253,1,5,1073
Día 253,1,6,2300
Día 253,1,7,432
Día 253,1,8,2665
Día 253,2,1,3054
Día 253,2,3,2465
Día 253,2,4,3346
Día 253,2,5,2672
Día 253,2,6,2103
Día 253,2,7,1925
Día 253,2,8,3261
Día 253,3,1,1195
Día 253,3,2,2436
Día 253,3,4,805
Día 253,3,5,259
Día 253,3,6,1153
Día 253,3,7,1205
Día 253,3,8,2889
Día 253,4,1,1142
Día 253,4,2,3151
Día 253,4,3,776
Día 253,4,5,1057
Día 253,4,6,2260
Día 253,4,7,347
Día 253,4,8,3217
Día 253,5,1,1202
Día 253,5,2,2631
Día 253,5,3,533
Día 253,5,4,1097
Día 253,5,6,1438
Día 253,5,7,1297
Día 253,5,8,2262
Día 253,6,1,2392
Día 253,6,2,2157
Día 253,6,3,1108
Día 253,6,4,2240
Día 253,6,5,1544
Día 253,6,7,3580
Día 253,6,8,3015
Día 253,7,1,332
Día 253,7,2,1855
Día 253,7,3,1102
Día 253,7,4,567
Día 253,7,5,1370
Día 253,7,6,3557
Día 253,7,8,3685
Día 253,8,1,2675
Día 253,8,2,3367
Día 253,8,3,2859
Día 253,8,4,3258
Día 253,8,5,2572
Día 253,8,6,3281
Día 253,8,7,3694
Día 254,1,2,3209
Día 254,1,3,1359
Día 254,1,4,1318
Día 254,1,5,1159
Día 254,1,6,2242
Día 254,1,7,428
Día 254,1,8,2671
Día 254,2,1,3031
Día 254,2,3,2559
Día 254,2,4,3359
Día 254,2,5,2696
Día 254,2,6,2001
Día 254,2,7,2026
Día 254,2,8,3164
Día 254,3,1,1062
Día 254,3,2,2329
Día 254,3,4,988
Día 254,3,5,546
Día 254,3,6,1029
Día 254,3,7,1233
Día 254,3,8,2622
Día 254,4,1,1269
Día 254,4,2,3030
Día 254,4,3,887
Día 254,4,5,1361
Día 254,4,6,2256
Día 254,4,7,488
Día 254,4,8,3303
Día 254,5,1,1177
Día 254,5,2,2758
Día 254,5,3,570
Día 254,5,4,1023
Día 254,5,6,1530
Día 254,5,7,1063
Día 254,5,8,2489
Día 254,6,1,2432
Día 254,6,2,2163
Día 254,6,3,1354
Día 254,6,4,2334
Día 254,6,5,1672
Día 254,6,7,3740
Día 254,6,8,3093
Día 254,7,1,210
Día 254,7,2,2118
Día 254,7,3,1395
Día 254,7,4,360
Día 254,7,5,1267
Día 254,7,6,3489
Día 254,7,8,3474
Día 254,8,1,2981
Día 254,8,2,3185
Día 254,8,3,2620
Día 254,8,4,3242
Día 254,8,5,2518
Día 254,8,6,3137
Día 254,8,7,3423
Día 255,1,2,3392
Día 255,1,3,1330
Día 255,1,4,1061
Día 255,1,5,1316
Día 255,1,6,2309
Día 255,1,7,332
Día 255,1,8,2750
Día 255,2,1,3189
Día 255,2,3,2496
Día 255,2,4,3341
Día 255,2,5,2635
Día 255,2,6,1933
Día 255,2,7,1973
Día 255,2,8,3339
Día 255,3,1,1056
Día 255,3,2,2560
Día 255,3,4,882
Día 255,3,5,442
Día 255,3,6,1005
Día 255,3,7,1320
Día 255,3,8,2762
